title,director,cast,country,genre,overview,year,source,combined_text,is_indian
Lying and Stealing,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson",United States,Thrillers,"A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom.",2019.0,Netflix,"Lying and Stealing Matt Aselton Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson Thrillers A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom.",False
Mommy Issues,Jose Javier Reyes,"Pokwang, Sue Ramirez, Jerome Ponce, Ryan Bang, Gloria Diaz",,"Comedies, Dramas, International Movies",Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.,2021.0,Netflix,"Mommy Issues Jose Javier Reyes Pokwang, Sue Ramirez, Jerome Ponce, Ryan Bang, Gloria Diaz Comedies, Dramas, International Movies Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.",False
Prime Time,Jakub Piątek,"Bartosz Bielenia, Magdalena Popławska, Andrzej Kłak, Małgorzata Hajewska, Dobromir Dymecki, Monika Frajczyk, Cezary Kosiński, Adam Nawojczyk, Juliusz Chrząstowski",,"Dramas, International Movies, Thrillers","On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.",2021.0,Netflix,"Prime Time Jakub Piątek Bartosz Bielenia, Magdalena Popławska, Andrzej Kłak, Małgorzata Hajewska, Dobromir Dymecki, Monika Frajczyk, Cezary Kosiński, Adam Nawojczyk, Juliusz Chrząstowski Dramas, International Movies, Thrillers On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.",False
A Way Back Home,B. T Thomas,"Alexx Ekubo, Ik Ogbonna, Bimbo Manuel, Haillie Sumney, Clem Ohameze, John Fashanu, Damilola Ogunsi, Amb. Rachel Bakam, Alexandra Ayo, Mariah Ug",,"Dramas, International Movies","After receiving a terminal diagnosis, a man fakes an accident to spare his family’s grief and must deal with the fallout of his deception.",2020.0,Netflix,"A Way Back Home B. T Thomas Alexx Ekubo, Ik Ogbonna, Bimbo Manuel, Haillie Sumney, Clem Ohameze, John Fashanu, Damilola Ogunsi, Amb. Rachel Bakam, Alexandra Ayo, Mariah Ug Dramas, International Movies After receiving a terminal diagnosis, a man fakes an accident to spare his family’s grief and must deal with the fallout of his deception.",False
Killing Them Softly,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard",United States,Dramas,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",2012.0,Netflix,"Killing Them Softly Andrew Dominik Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard Dramas When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",False
Wanted,Nibal Arakji,"Daad Rizk, Georges Diab, Sihame Haddad, Georges Boukhalil, Aida Sabra, Pierre Rabbat, Myriam Klink, Dory El Samarany, Josyane Boulos",,"Comedies, International Movies",Four seniors embark on misadventures after breaking out of their nursing home to save a loved one’s grave from demolition by estate developers.,2019.0,Netflix,"Wanted Nibal Arakji Daad Rizk, Georges Diab, Sihame Haddad, Georges Boukhalil, Aida Sabra, Pierre Rabbat, Myriam Klink, Dory El Samarany, Josyane Boulos Comedies, International Movies Four seniors embark on misadventures after breaking out of their nursing home to save a loved one’s grave from demolition by estate developers.",False
Into the Wind,Sofie Šustková,"Vladimír Polívka, Jenovéfa Boková, Matyáš Řezníček",,"Dramas, Independent Movies, International Movies",Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.,2018.0,Netflix,"Into the Wind Sofie Šustková Vladimír Polívka, Jenovéfa Boková, Matyáš Řezníček Dramas, Independent Movies, International Movies Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.",False
Wonder Boy,Anissa Bonnefont,Olivier Rousteing,France,"Documentaries, International Movies",This revealing documentary follows Balmain creative director Olivier Rousteing as he brings his bold designs to life and goes in search of his origins.,2019.0,Netflix,"Wonder Boy Anissa Bonnefont Olivier Rousteing Documentaries, International Movies This revealing documentary follows Balmain creative director Olivier Rousteing as he brings his bold designs to life and goes in search of his origins.",False
Here Comes the Rain,Bahij Hojeij,"Hassan Mrad, Julia Kassar, Carmen Lebbos, Diamand Bou Abboud, Elie Mitri, Bernadette Hodeib, Aida Sabra, Gabriel Yammine, Ali Matar, Raïa Haidar",Lebanon,"Dramas, International Movies","Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.",2010.0,Netflix,"Here Comes the Rain Bahij Hojeij Hassan Mrad, Julia Kassar, Carmen Lebbos, Diamand Bou Abboud, Elie Mitri, Bernadette Hodeib, Aida Sabra, Gabriel Yammine, Ali Matar, Raïa Haidar Dramas, International Movies Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.",False
The Ice Road,Jonathan Hensleigh,"Liam Neeson, Benjamin Walker, Amber Midthunder, Marcus Thomas, Laurence Fishburne, Holt McCallany, Martin Sensmeier, Matt McCoy, Matt Salinger","United States, Canada",Action & Adventure,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment.",2021.0,Netflix,"The Ice Road Jonathan Hensleigh Liam Neeson, Benjamin Walker, Amber Midthunder, Marcus Thomas, Laurence Fishburne, Holt McCallany, Martin Sensmeier, Matt McCoy, Matt Salinger Action & Adventure To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment.",False
Sisters on Track,,,,"Documentaries, Sports Movies",Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.,2021.0,Netflix,"Sisters on Track   Documentaries, Sports Movies Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.",False
The Seventh Day,Justin P. Lange,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David",United States,Horror Movies,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.,2021.0,Netflix,"The Seventh Day Justin P. Lange Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David Horror Movies An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.",False
Good on Paper,Kimmy Gatewood,"Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse, Matt McGorry, Tyler Cameron, Taylor Hill, Kimia Behpoornia, Rebecca Delgado Smith, Beth Dover",,"Comedies, Romantic Movies","After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true.",2021.0,Netflix,"Good on Paper Kimmy Gatewood Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse, Matt McGorry, Tyler Cameron, Taylor Hill, Kimia Behpoornia, Rebecca Delgado Smith, Beth Dover Comedies, Romantic Movies After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true.",False
Murder by the Coast,Tània Balló,,,"Documentaries, International Movies","In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.",2021.0,Netflix,"Murder by the Coast Tània Balló  Documentaries, International Movies In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.",False
The House of Flowers: The Movie,Manolo Caro,"Cecilia Suárez, Aislinn Derbez, Darío Yazbek, Juan Pablo Medina, Paco León, Angélica María, Norma Angélica, Luis De La Rosa, Isabel Burr, Tiago Correa, Tessa Ia, Christian Chávez, Javier Jattin, Paco Rueda, Emilio Cuaik, Andrea Chaparro, David Ostrosky, Ximena Sariñana",,"Comedies, International Movies, Music & Musicals",The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,2021.0,Netflix,"The House of Flowers: The Movie Manolo Caro Cecilia Suárez, Aislinn Derbez, Darío Yazbek, Juan Pablo Medina, Paco León, Angélica María, Norma Angélica, Luis De La Rosa, Isabel Burr, Tiago Correa, Tessa Ia, Christian Chávez, Javier Jattin, Paco Rueda, Emilio Cuaik, Andrea Chaparro, David Ostrosky, Ximena Sariñana Comedies, International Movies, Music & Musicals The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.",False
Broken,Anurin Nwunembom,"Syndy Emade, John Dumelo, Nchifor Valery, Alenne Menget, Ojong Felix, Nabila Rodriguez, T. Pana Wynchester, Eyebe Beniamin, Kougoin Kenneth Yuh, Otia Vitalis",,"Dramas, International Movies, Romantic Movies","After running away from her marriage, a woman enters a dangerous agreement with an unfamiliar man to save her father's company and her reputation.",2019.0,Netflix,"Broken Anurin Nwunembom Syndy Emade, John Dumelo, Nchifor Valery, Alenne Menget, Ojong Felix, Nabila Rodriguez, T. Pana Wynchester, Eyebe Beniamin, Kougoin Kenneth Yuh, Otia Vitalis Dramas, International Movies, Romantic Movies After running away from her marriage, a woman enters a dangerous agreement with an unfamiliar man to save her father's company and her reputation.",False
O Vendedor de Sonhos,Jayme Monjardim,"César Troncoso, Dan Stulbach, Thiago Mendonça, Leonardo Medeiros",Brazil,"Dramas, International Movies",A disillusioned psychologist tries to commit suicide until he strikes up a friendship with an unlikely savior who teaches him a new way of living.,2016.0,Netflix,"O Vendedor de Sonhos Jayme Monjardim César Troncoso, Dan Stulbach, Thiago Mendonça, Leonardo Medeiros Dramas, International Movies A disillusioned psychologist tries to commit suicide until he strikes up a friendship with an unlikely savior who teaches him a new way of living.",False
Osuofia in London,Kingsley Ogoro,"Nkem Owoh, Mara Derwent, Francis Odega, Cynthia Okereke, Tom Njemanze, Romanus Amuta, Sabina Mole, Blessing Onolleka, Oluchi Agunwa, Chiwendu Onaga, Patricia Ezeani, Stephen Ahanonu",Nigeria,"Comedies, Dramas, International Movies","A villager in Nigeria becomes the sole beneficiary of his late brother's estate in England, which, according to custom, includes his brother's fiancée.",2003.0,Netflix,"Osuofia in London Kingsley Ogoro Nkem Owoh, Mara Derwent, Francis Odega, Cynthia Okereke, Tom Njemanze, Romanus Amuta, Sabina Mole, Blessing Onolleka, Oluchi Agunwa, Chiwendu Onaga, Patricia Ezeani, Stephen Ahanonu Comedies, Dramas, International Movies A villager in Nigeria becomes the sole beneficiary of his late brother's estate in England, which, according to custom, includes his brother's fiancée.",False
Osuofia in London II,Kingsley Ogoro,"Nkem Owoh, Mara Derwent, Francis Odega, Cynthia Okereke, Tom Njemanze, Romanus Amuta, Sabina Mole, Blessing Onolleka, Oluchi Agunwa, Chiwendu Onaga, Patricia Ezeani, Stephen Ahanonu",,"Comedies, Dramas, International Movies","After collecting his brother's inheritance, Osoufia returns to his Nigerian village with wealth and a British wife whose presence soon causes trouble.",2004.0,Netflix,"Osuofia in London II Kingsley Ogoro Nkem Owoh, Mara Derwent, Francis Odega, Cynthia Okereke, Tom Njemanze, Romanus Amuta, Sabina Mole, Blessing Onolleka, Oluchi Agunwa, Chiwendu Onaga, Patricia Ezeani, Stephen Ahanonu Comedies, Dramas, International Movies After collecting his brother's inheritance, Osoufia returns to his Nigerian village with wealth and a British wife whose presence soon causes trouble.",False
#Selfie,Cristina Jacob,"Flavia Hojda, Crina Semciuc, Olimpia Melinte, Sali Levent, Vlad Logigan, Alex Călin, Alina Chivulescu, Răzvan Vasilescu",Romania,"Comedies, Dramas, International Movies","Two days before their final exams, three teen girls make a seaside getaway to have the time of their lives.",2014.0,Netflix,"#Selfie Cristina Jacob Flavia Hojda, Crina Semciuc, Olimpia Melinte, Sali Levent, Vlad Logigan, Alex Călin, Alina Chivulescu, Răzvan Vasilescu Comedies, Dramas, International Movies Two days before their final exams, three teen girls make a seaside getaway to have the time of their lives.",False
#Selfie 69,Cristina Jacob,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Călin, Vlad Logigan, Sali Levent, Silvia Busuioc, Mihaela Mihut",Romania,"Comedies, Dramas, International Movies","After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days.",2016.0,Netflix,"#Selfie 69 Cristina Jacob Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Călin, Vlad Logigan, Sali Levent, Silvia Busuioc, Mihaela Mihut Comedies, Dramas, International Movies After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days.",False
Love Is a Story,Cristina Jacob,"Raluca Aprodu, Dragoș Bucur, Ducu Darie",Romania,"International Movies, Music & Musicals, Romantic Movies","Two young artists, a violin player and an actress, fight to achieve their dreams and keep their relationship together during Christmastime.",2015.0,Netflix,"Love Is a Story Cristina Jacob Raluca Aprodu, Dragoș Bucur, Ducu Darie International Movies, Music & Musicals, Romantic Movies Two young artists, a violin player and an actress, fight to achieve their dreams and keep their relationship together during Christmastime.",False
Mobile Suit Gundam II: Soldiers of Sorrow,"Yoshiyuki Tomino, Yoshikazu Yasuhiko","Toru Furuya, Shuichi Ikeda, Hirotaka Suzuoki, Rumiko Ukai, Fuyumi Shiraishi, Yo Inoue, Toshio Furukawa, Kiyonobu Suzuki, Keiko Toda, Shozo Iizuka",,"Action & Adventure, Anime Features, International Movies","The Earth Federation warship White Base and its Gundam pilot Amuro Ray struggle to make it back through enemy territory, pursued by Zeon's warriors.",1981.0,Netflix,"Mobile Suit Gundam II: Soldiers of Sorrow Yoshiyuki Tomino, Yoshikazu Yasuhiko Toru Furuya, Shuichi Ikeda, Hirotaka Suzuoki, Rumiko Ukai, Fuyumi Shiraishi, Yo Inoue, Toshio Furukawa, Kiyonobu Suzuki, Keiko Toda, Shozo Iizuka Action & Adventure, Anime Features, International Movies The Earth Federation warship White Base and its Gundam pilot Amuro Ray struggle to make it back through enemy territory, pursued by Zeon's warriors.",False
